"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Fruit","Category","Item","Metric","Domain","Domain Category","Value","CV (%)"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","38.0"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","38.0"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","70","59.2"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32,295","66.6"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","70","59.2"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","38.0"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32,295","66.6"
"CENSUS",2019,"YEAR",NA,"STATE","IOWA","19",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","70","59.2"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","69.8"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","69.8"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","69.8"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","KANSAS","20",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","94.6"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","43.9"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","43.9"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","94.1"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","12,387","75.2"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","94.1"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","43.9"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","12,387","75.2"
"CENSUS",2019,"YEAR",NA,"STATE","KENTUCKY","21",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","94.1"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","30.4"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","30.4"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","30.4"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","LOUISIANA","22",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","36.7"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","168","33.3"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62,472","35.4"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","168","33.4"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62,472","36.0"
"CENSUS",2019,"YEAR",NA,"STATE","MAINE","23",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","168","33.8"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","36.7"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","158","33.3"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","50,234","35.4"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","158","33.4"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MARYLAND","24",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","PROCESSING - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","36.7"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","485","33.3"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","144,129","35.4"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","485","33.4"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","15.7"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","144,129","36.0"
"CENSUS",2019,"YEAR",NA,"STATE","MASSACHUSETTS","25",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","485","33.8"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","61.3"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","24.6"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","24.6"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","435","56.2"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","435","56.2"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","24.6"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MICHIGAN","26",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","435","56.2"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","37.8"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","37.8"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","73","47.9"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29,986","55.0"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","73","47.9"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - OPERATIONS WITH SALES",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","37.8"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29,986","55.0"
"CENSUS",2019,"YEAR",NA,"STATE","MINNESOTA","27",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC","FRESH MARKET - SALES","MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","73","47.9"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - ACRES HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH AREA HARVESTED",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","24.6"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","24.6"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - PRODUCTION","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN $",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
"CENSUS",2019,"YEAR",NA,"STATE","MISSOURI","29",NA,NA,NA,NA,NA,NA,"00000000",NA,"STRAWBERRIES","STRAWBERRIES","ORGANIC - SALES","MEASURED IN CWT",NA,"ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","(D)","(D)"
